ID,trksegID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Temperature,Depth,wtemp,hr,cad
447,1,51.91220568,4.473643508,-10.97,2015-11-26T08:52:53Z,,,,,,,,,,,,,,,,,,,,
448,1,51.91221289,4.473641831,-10.97,2015-11-26T08:52:54Z,,,,,,,,,,,,,,,,,,,,
449,1,51.91221105,4.47364443,-10.97,2015-11-26T08:52:55Z,,,,,,,,,,,,,,,,,,,,
450,1,51.91220636,4.473641915,-10.94,2015-11-26T08:52:57Z,,,,,,,,,,,,,,,,,,,,
451,1,51.91218574,4.473621128,-10.95,2015-11-26T08:52:58Z,,,,,,,,,,,,,,,,,,,,
452,1,51.91217476,4.473616183,-10.96,2015-11-26T08:52:59Z,,,,,,,,,,,,,,,,,,,,
453,1,51.91216797,4.473627666,-11.02,2015-11-26T08:53:00Z,,,,,,,,,,,,,,,,,,,,
454,1,51.91216026,4.473641915,-11.07,2015-11-26T08:53:01Z,,,,,,,,,,,,,,,,,,,,
455,1,51.91216897,4.473679718,-11.11,2015-11-26T08:53:02Z,,,,,,,,,,,,,,,,,,,,
456,1,51.91217383,4.4737083,-11.15,2015-11-26T08:53:04Z,,,,,,,,,,,,,,,,,,,,
457,1,51.91218255,4.473719113,-11.15,2015-11-26T08:53:05Z,,,,,,,,,,,,,,,,,,,,
458,1,51.91219529,4.473726489,-11.15,2015-11-26T08:53:06Z,,,,,,,,,,,,,,,,,,,,
459,1,51.91220921,4.473731853,-11.16,2015-11-26T08:53:07Z,,,,,,,,,,,,,,,,,,,,
460,1,51.9122263,4.473733027,-11.16,2015-11-26T08:53:08Z,,,,,,,,,,,,,,,,,,,,
461,1,51.91224181,4.47372565,-11.18,2015-11-26T08:53:09Z,,,,,,,,,,,,,,,,,,,,
462,1,51.91225413,4.473712575,-11.2,2015-11-26T08:53:10Z,,,,,,,,,,,,,,,,,,,,
463,1,51.91226461,4.473696146,-11.22,2015-11-26T08:53:11Z,,,,,,,,,,,,,,,,,,,,
464,1,51.91227173,4.473676952,-11.22,2015-11-26T08:53:12Z,,,,,,,,,,,,,,,,,,,,
465,1,51.91227584,4.47365826,-11.21,2015-11-26T08:53:13Z,,,,,,,,,,,,,,,,,,,,
466,1,51.91227458,4.473641077,-11.17,2015-11-26T08:53:14Z,,,,,,,,,,,,,,,,,,,,
467,1,51.91226687,4.473626828,-11.13,2015-11-26T08:53:15Z,,,,,,,,,,,,,,,,,,,,
468,1,51.91225556,4.473617608,-11.09,2015-11-26T08:53:16Z,,,,,,,,,,,,,,,,,,,,
469,1,51.91224181,4.473615512,-11.06,2015-11-26T08:53:17Z,,,,,,,,,,,,,,,,,,,,
470,1,51.91222739,4.47361744,-11.05,2015-11-26T08:53:18Z,,,,,,,,,,,,,,,,,,,,
471,1,51.91221566,4.473623894,-11.06,2015-11-26T08:53:19Z,,,,,,,,,,,,,,,,,,,,
472,1,51.9122056,4.473636299,-11.09,2015-11-26T08:53:20Z,,,,,,,,,,,,,,,,,,,,
473,1,51.91219739,4.473651219,-11.15,2015-11-26T08:53:21Z,,,,,,,,,,,,,,,,,,,,
474,1,51.91219378,4.473669408,-11.19,2015-11-26T08:53:22Z,,,,,,,,,,,,,,,,,,,,
475,1,51.91219588,4.473688183,-11.24,2015-11-26T08:53:23Z,,,,,,,,,,,,,,,,,,,,
476,1,51.91220443,4.473702097,-11.28,2015-11-26T08:53:24Z,,,,,,,,,,,,,,,,,,,,
477,1,51.91221457,4.473710731,-11.31,2015-11-26T08:53:25Z,,,,,,,,,,,,,,,,,,,,
478,1,51.91222739,4.473713161,-11.36,2015-11-26T08:53:26Z,,,,,,,,,,,,,,,,,,,,
479,1,51.91224148,4.473707629,-11.39,2015-11-26T08:53:27Z,,,,,,,,,,,,,,,,,,,,
480,1,51.9122522,4.473695392,-11.4,2015-11-26T08:53:28Z,,,,,,,,,,,,,,,,,,,,
481,1,51.91225816,4.473678377,-11.41,2015-11-26T08:53:29Z,,,,,,,,,,,,,,,,,,,,
482,1,51.9122579,4.473658931,-11.41,2015-11-26T08:53:30Z,,,,,,,,,,,,,,,,,,,,
483,1,51.91225145,4.473640323,-11.39,2015-11-26T08:53:31Z,,,,,,,,,,,,,,,,,,,,
484,1,51.91223913,4.473623727,-11.39,2015-11-26T08:53:32Z,,,,,,,,,,,,,,,,,,,,
485,1,51.91222203,4.47360646,-11.42,2015-11-26T08:53:33Z,,,,,,,,,,,,,,,,,,,,
486,1,51.91220032,4.473588271,-11.49,2015-11-26T08:53:34Z,,,,,,,,,,,,,,,,,,,,
487,1,51.91217182,4.47357486,-11.55,2015-11-26T08:53:35Z,,,,,,,,,,,,,,,,,,,,
488,1,51.91214332,4.473570082,-11.62,2015-11-26T08:53:36Z,,,,,,,,,,,,,,,,,,,,
489,1,51.91211625,4.473573687,-11.69,2015-11-26T08:53:37Z,,,,,,,,,,,,,,,,,,,,
490,1,51.91209085,4.473589696,-11.74,2015-11-26T08:53:38Z,,,,,,,,,,,,,,,,,,,,
491,1,51.91206931,4.473619703,-11.8,2015-11-26T08:53:39Z,,,,,,,,,,,,,,,,,,,,
492,1,51.91205984,4.473661026,-11.84,2015-11-26T08:53:40Z,,,,,,,,,,,,,,,,,,,,
493,1,51.912059,4.47370193,-11.88,2015-11-26T08:53:41Z,,,,,,,,,,,,,,,,,,,,
494,1,51.91206604,4.473744845,-11.92,2015-11-26T08:53:42Z,,,,,,,,,,,,,,,,,,,,
495,1,51.91207434,4.473789018,-11.96,2015-11-26T08:53:43Z,,,,,,,,,,,,,,,,,,,,
496,1,51.91208549,4.473835286,-11.98,2015-11-26T08:53:44Z,,,,,,,,,,,,,,,,,,,,
497,1,51.91209605,4.473882895,-12,2015-11-26T08:53:45Z,,,,,,,,,,,,,,,,,,,,
498,1,51.91210795,4.47392799,-11.98,2015-11-26T08:53:46Z,,,,,,,,,,,,,,,,,,,,
499,1,51.9121191,4.473975264,-11.96,2015-11-26T08:53:47Z,,,,,,,,,,,,,,,,,,,,
500,1,51.91213075,4.474017927,-11.89,2015-11-26T08:53:48Z,,,,,,,,,,,,,,,,,,,,
501,1,51.91214441,4.474056149,-11.84,2015-11-26T08:53:49Z,,,,,,,,,,,,,,,,,,,,
502,1,51.91215648,4.474092107,-11.79,2015-11-26T08:53:50Z,,,,,,,,,,,,,,,,,,,,
503,1,51.91216176,4.47413519,-11.77,2015-11-26T08:53:51Z,,,,,,,,,,,,,,,,,,,,
504,1,51.91217434,4.474171819,-11.75,2015-11-26T08:53:52Z,,,,,,,,,,,,,,,,,,,,
