ID,trksegID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Temperature,Depth,wtemp,hr,cad
1,1,51.91258111,4.472505078,-5.61,2015-11-26T08:28:27Z,,,,,,,,,,,,,,,,,,,,
2,1,51.91258119,4.472505832,-5.63,2015-11-26T08:28:28Z,,,,,,,,,,,,,,,,,,,,
3,1,51.91258078,4.472506838,-5.64,2015-11-26T08:28:29Z,,,,,,,,,,,,,,,,,,,,
4,1,51.91258027,4.472507257,-5.66,2015-11-26T08:28:30Z,,,,,,,,,,,,,,,,,,,,
5,1,51.91258036,4.472507425,-5.69,2015-11-26T08:28:31Z,,,,,,,,,,,,,,,,,,,,
6,1,51.9125801,4.47250776,-5.71,2015-11-26T08:28:32Z,,,,,,,,,,,,,,,,,,,,
7,1,51.91258052,4.47250776,-5.72,2015-11-26T08:28:33Z,,,,,,,,,,,,,,,,,,,,
8,1,51.9125801,4.47250843,-5.75,2015-11-26T08:28:34Z,,,,,,,,,,,,,,,,,,,,
9,1,51.91258036,4.472508933,-5.75,2015-11-26T08:28:35Z,,,,,,,,,,,,,,,,,,,,
10,1,51.91258061,4.472508598,-5.78,2015-11-26T08:28:36Z,,,,,,,,,,,,,,,,,,,,
11,1,51.91258069,4.47250843,-5.8,2015-11-26T08:28:37Z,,,,,,,,,,,,,,,,,,,,
12,1,51.91258103,4.472509855,-5.89,2015-11-26T08:28:38Z,,,,,,,,,,,,,,,,,,,,
13,1,51.91258027,4.472512035,-5.91,2015-11-26T08:28:39Z,,,,,,,,,,,,,,,,,,,,
14,1,51.91258094,4.472511616,-5.89,2015-11-26T08:28:40Z,,,,,,,,,,,,,,,,,,,,
15,1,51.91258321,4.472514382,-5.88,2015-11-26T08:28:41Z,,,,,,,,,,,,,,,,,,,,
16,1,51.9125858,4.472521842,-5.87,2015-11-26T08:28:42Z,,,,,,,,,,,,,,,,,,,,
17,1,51.91258958,4.472534079,-5.87,2015-11-26T08:28:43Z,,,,,,,,,,,,,,,,,,,,
18,1,51.91259561,4.472547742,-5.87,2015-11-26T08:28:44Z,,,,,,,,,,,,,,,,,,,,
19,1,51.91260374,4.472561488,-5.86,2015-11-26T08:28:45Z,,,,,,,,,,,,,,,,,,,,
20,1,51.91261464,4.472575402,-5.85,2015-11-26T08:28:46Z,,,,,,,,,,,,,,,,,,,,
21,1,51.91262403,4.472590992,-5.85,2015-11-26T08:28:47Z,,,,,,,,,,,,,,,,,,,,
22,1,51.91263274,4.472607421,-5.88,2015-11-26T08:28:48Z,,,,,,,,,,,,,,,,,,,,
23,1,51.91265227,4.472633321,-5.91,2015-11-26T08:28:50Z,,,,,,,,,,,,,,,,,,,,
24,1,51.91266317,4.472645978,-5.93,2015-11-26T08:28:51Z,,,,,,,,,,,,,,,,,,,,
25,1,51.91267298,4.47265855,-6.02,2015-11-26T08:28:52Z,,,,,,,,,,,,,,,,,,,,
26,1,51.91268295,4.472671375,-6.08,2015-11-26T08:28:53Z,,,,,,,,,,,,,,,,,,,,
27,1,51.91269217,4.472685205,-6.13,2015-11-26T08:28:54Z,,,,,,,,,,,,,,,,,,,,
28,1,51.91270206,4.472699706,-6.15,2015-11-26T08:28:55Z,,,,,,,,,,,,,,,,,,,,
29,1,51.91271438,4.47271429,-6.17,2015-11-26T08:28:56Z,,,,,,,,,,,,,,,,,,,,
30,1,51.91272486,4.472731221,-6.19,2015-11-26T08:28:57Z,,,,,,,,,,,,,,,,,,,,
31,1,51.91273467,4.472748153,-6.2,2015-11-26T08:28:58Z,,,,,,,,,,,,,,,,,,,,
32,1,51.91274439,4.472763157,-6.2,2015-11-26T08:28:59Z,,,,,,,,,,,,,,,,,,,,
33,1,51.91275269,4.472778747,-6.21,2015-11-26T08:29:00Z,,,,,,,,,,,,,,,,,,,,
34,1,51.91276015,4.472796097,-6.2,2015-11-26T08:29:01Z,,,,,,,,,,,,,,,,,,,,
35,1,51.91276719,4.472813616,-6.19,2015-11-26T08:29:02Z,,,,,,,,,,,,,,,,,,,,
36,1,51.91277322,4.472829541,-6.19,2015-11-26T08:29:03Z,,,,,,,,,,,,,,,,,,,,
37,1,51.91277632,4.472845886,-6.2,2015-11-26T08:29:04Z,,,,,,,,,,,,,,,,,,,,
38,1,51.91277306,4.472857285,-6.19,2015-11-26T08:29:05Z,,,,,,,,,,,,,,,,,,,,
39,1,51.91276425,4.472867092,-6.21,2015-11-26T08:29:06Z,,,,,,,,,,,,,,,,,,,,
40,1,51.91275118,4.472875474,-6.23,2015-11-26T08:29:07Z,,,,,,,,,,,,,,,,,,,,
41,1,51.91273869,4.472882012,-6.24,2015-11-26T08:29:08Z,,,,,,,,,,,,,,,,,,,,
42,1,51.91272553,4.472889472,-6.25,2015-11-26T08:29:09Z,,,,,,,,,,,,,,,,,,,,
43,1,51.91271262,4.472898021,-6.26,2015-11-26T08:29:10Z,,,,,,,,,,,,,,,,,,,,
44,1,51.91270013,4.472905817,-6.27,2015-11-26T08:29:11Z,,,,,,,,,,,,,,,,,,,,
45,1,51.91268857,4.472912103,-6.28,2015-11-26T08:29:12Z,,,,,,,,,,,,,,,,,,,,
46,1,51.91267775,4.472918389,-6.28,2015-11-26T08:29:13Z,,,,,,,,,,,,,,,,,,,,
47,1,51.91266795,4.472926855,-6.27,2015-11-26T08:29:14Z,,,,,,,,,,,,,,,,,,,,
48,1,51.9126578,4.472934566,-6.28,2015-11-26T08:29:15Z,,,,,,,,,,,,,,,,,,,,
49,1,51.91264775,4.472945714,-6.29,2015-11-26T08:29:16Z,,,,,,,,,,,,,,,,,,,,
50,1,51.91263618,4.472956611,-6.29,2015-11-26T08:29:17Z,,,,,,,,,,,,,,,,,,,,
51,1,51.91262411,4.472967675,-6.28,2015-11-26T08:29:18Z,,,,,,,,,,,,,,,,,,,,
52,1,51.91261305,4.472977398,-6.25,2015-11-26T08:29:19Z,,,,,,,,,,,,,,,,,,,,
53,1,51.91260248,4.472982427,-6.16,2015-11-26T08:29:20Z,,,,,,,,,,,,,,,,,,,,
54,1,51.91258949,4.472987959,-6.12,2015-11-26T08:29:21Z,,,,,,,,,,,,,,,,,,,,
55,1,51.91258237,4.472994581,-6.08,2015-11-26T08:29:22Z,,,,,,,,,,,,,,,,,,,,
56,1,51.91257457,4.473001622,-6.06,2015-11-26T08:29:23Z,,,,,,,,,,,,,,,,,,,,
